	clust1	clust2	clust3	id
cell_88768	0.0	0.0	1.0	Donor_92
cell_88769	0.0	0.0	1.0	Donor_15
cell_88770	0.0	0.0	1.0	Donor_83
cell_88771	0.0	0.0	1.0	Donor_3
cell_88772	0.0	0.0	1.0	Donor_10
cell_88773	0.0	0.0	1.0	Donor_67
cell_88774	0.0	0.0	1.0	Donor_10
cell_88775	0.0	0.0	1.0	Donor_78
cell_88776	0.0	0.0	1.0	Donor_14
cell_88777	0.0	0.0	1.0	Donor_16
cell_88778	0.0	0.0	1.0	Donor_24
cell_88779	0.0	0.0	1.0	Donor_13
cell_88780	0.0	0.0	1.0	Donor_14
cell_88781	0.0	0.0	1.0	Donor_23
cell_88782	0.0	0.0	1.0	Donor_11
cell_88783	0.0	0.0	1.0	Donor_11
cell_88784	0.0	0.0	1.0	Donor_17
cell_88785	0.0	0.0	1.0	Donor_7
cell_88786	0.0	0.0	1.0	Donor_24
cell_88787	0.0	0.0	1.0	Donor_2
cell_88788	0.0	0.0	1.0	Donor_11
cell_88789	0.0	0.0	1.0	Donor_41
cell_88790	0.0	0.0	1.0	Donor_19
cell_88791	0.0	0.0	1.0	Donor_50
cell_88792	0.0	0.0	1.0	Donor_7
cell_88793	0.0	0.0	1.0	Donor_4
cell_88794	0.0	0.0	1.0	Donor_31
cell_88795	0.0	0.0	1.0	Donor_17
cell_88796	0.0	0.0	1.0	Donor_15
cell_88797	0.0	0.0	1.0	Donor_11
cell_88798	0.0	0.0	1.0	Donor_71
cell_88799	0.0	0.0	1.0	Donor_1
cell_88800	0.0	0.0	1.0	Donor_17
cell_88801	0.0	0.0	1.0	Donor_55
cell_88802	0.0	0.0	1.0	Donor_86
cell_88803	0.0	0.0	1.0	Donor_21
cell_88804	0.0	0.0	1.0	Donor_30
cell_88805	0.0	0.0	1.0	Donor_11
cell_88806	0.0	0.0	1.0	Donor_10
cell_88807	0.0	0.0	1.0	Donor_27
cell_88808	0.0	0.0	1.0	Donor_15
cell_88809	0.0	0.0	1.0	Donor_18
cell_88810	0.0	0.0	1.0	Donor_47
cell_88811	0.0	0.0	1.0	Donor_84
cell_88812	0.0	0.0	1.0	Donor_19
cell_88813	0.0	0.0	1.0	Donor_18
cell_88814	0.0	0.0	1.0	Donor_77
cell_88815	0.0	0.0	1.0	Donor_69
cell_88816	0.0	0.0	1.0	Donor_17
cell_88817	0.0	0.0	1.0	Donor_42
cell_88818	0.0	0.0	1.0	Donor_56
cell_88819	0.0	0.0	1.0	Donor_10
cell_88820	0.0	0.0	1.0	Donor_10
cell_88821	0.0	0.0	1.0	Donor_17
cell_88822	0.0	0.0	1.0	Donor_18
cell_88823	0.0	0.0	1.0	Donor_42
cell_88824	0.0	0.0	1.0	Donor_12
cell_88825	0.0	0.0	1.0	Donor_16
cell_88826	0.0	0.0	1.0	Donor_51
cell_88827	0.0	0.0	1.0	Donor_4
cell_88828	0.0	0.0	1.0	Donor_52
cell_88829	0.0	0.0	1.0	Donor_90
cell_88830	0.0	0.0	1.0	Donor_16
cell_88831	0.0	0.0	1.0	Donor_22
cell_88832	0.0	0.0	1.0	Donor_13
cell_88833	0.0	0.0	1.0	Donor_17
cell_88834	0.0	0.0	1.0	Donor_19
cell_88835	0.0	0.0	1.0	Donor_19
cell_88836	0.0	0.0	1.0	Donor_6
cell_88837	0.0	0.0	1.0	Donor_10
cell_88838	0.0	0.0	1.0	Donor_12
cell_88839	0.0	0.0	1.0	Donor_39
cell_88840	0.0	0.0	1.0	Donor_52
cell_88841	0.0	0.0	1.0	Donor_19
cell_88842	0.0	0.0	1.0	Donor_66
cell_88843	0.0	0.0	1.0	Donor_55
cell_88844	0.0	0.0	1.0	Donor_5
cell_88845	0.0	0.0	1.0	Donor_5
cell_88846	0.0	0.0	1.0	Donor_75
cell_88847	0.0	0.0	1.0	Donor_15
cell_88848	0.0	0.0	1.0	Donor_86
cell_88849	0.0	0.0	1.0	Donor_15
cell_88850	0.0	0.0	1.0	Donor_15
cell_88851	0.0	0.0	1.0	Donor_16
cell_88852	0.0	0.0	1.0	Donor_11
cell_88853	0.0	0.0	1.0	Donor_11
cell_88854	0.0	0.0	1.0	Donor_15
cell_88855	0.0	0.0	1.0	Donor_24
cell_88856	0.0	0.0	1.0	Donor_15
cell_88857	0.0	0.0	1.0	Donor_10
cell_88858	0.0	0.0	1.0	Donor_16
cell_88859	0.0	0.0	1.0	Donor_14
cell_88860	0.0	0.0	1.0	Donor_50
cell_88861	0.0	0.0	1.0	Donor_70
cell_88862	0.0	0.0	1.0	Donor_19
cell_88863	0.0	0.0	1.0	Donor_9
cell_88864	0.0	0.0	1.0	Donor_10
cell_88865	0.0	0.0	1.0	Donor_13
cell_88866	0.0	0.0	1.0	Donor_27
cell_88867	0.0	0.0	1.0	Donor_15
cell_88868	0.0	0.0	1.0	Donor_10
cell_88869	0.0	0.0	1.0	Donor_56
cell_88870	0.0	0.0	1.0	Donor_32
cell_88871	0.0	0.0	1.0	Donor_12
cell_88872	0.0	0.0	1.0	Donor_45
cell_88873	0.0	0.0	1.0	Donor_11
cell_88874	0.0	0.0	1.0	Donor_10
cell_88875	0.0	0.0	1.0	Donor_84
cell_88876	0.0	0.0	1.0	Donor_34
cell_88877	0.0	0.0	1.0	Donor_19
cell_88878	0.0	0.0	1.0	Donor_13
cell_88879	0.0	0.0	1.0	Donor_19
cell_88880	0.0	0.0	1.0	Donor_14
cell_88881	0.0	0.0	1.0	Donor_18
cell_88882	0.0	0.0	1.0	Donor_19
cell_88883	0.0	0.0	1.0	Donor_18
cell_88884	0.0	0.0	1.0	Donor_55
cell_88885	0.0	0.0	1.0	Donor_13
cell_88886	0.0	0.0	1.0	Donor_18
cell_88887	0.0	0.0	1.0	Donor_59
cell_88888	0.0	0.0	1.0	Donor_17
cell_88889	0.0	0.0	1.0	Donor_17
cell_88890	0.0	0.0	1.0	Donor_45
cell_88891	0.0	0.0	1.0	Donor_17
cell_88892	0.0	0.0	1.0	Donor_49
cell_88893	0.0	0.0	1.0	Donor_5
cell_88894	0.0	0.0	1.0	Donor_12
cell_88895	0.0	0.0	1.0	Donor_35
cell_88896	0.0	0.0	1.0	Donor_58
cell_88897	0.0	0.0	1.0	Donor_17
cell_88898	0.0	0.0	1.0	Donor_10
cell_88899	0.0	0.0	1.0	Donor_23
cell_88900	0.0	0.0	1.0	Donor_18
cell_88901	0.0	0.0	1.0	Donor_81
cell_88902	0.0	0.0	1.0	Donor_72
cell_88903	0.0	0.0	1.0	Donor_20
cell_88904	0.0	0.0	1.0	Donor_10
cell_88905	0.0	0.0	1.0	Donor_49
cell_88906	0.0	0.0	1.0	Donor_11
cell_88907	0.0	0.0	1.0	Donor_17
cell_88908	0.0	0.0	1.0	Donor_10
cell_88909	0.0	0.0	1.0	Donor_35
cell_88910	0.0	0.0	1.0	Donor_65
cell_88911	0.0	0.0	1.0	Donor_9
cell_88912	0.0	0.0	1.0	Donor_17
cell_88913	0.0	0.0	1.0	Donor_70
cell_88914	0.0	0.0	1.0	Donor_14
cell_88915	0.0	0.0	1.0	Donor_19
cell_88916	0.0	0.0	1.0	Donor_86
cell_88917	0.0	0.0	1.0	Donor_13
cell_88918	0.0	0.0	1.0	Donor_71
cell_88919	0.0	0.0	1.0	Donor_1
cell_88920	0.0	0.0	1.0	Donor_19
cell_88921	0.0	0.0	1.0	Donor_16
cell_88922	0.0	0.0	1.0	Donor_36
cell_88923	0.0	0.0	1.0	Donor_13
cell_88924	0.0	0.0	1.0	Donor_2
cell_88925	0.0	0.0	1.0	Donor_10
cell_88926	0.0	0.0	1.0	Donor_15
cell_88927	0.0	0.0	1.0	Donor_11
cell_88928	0.0	0.0	1.0	Donor_44
cell_88929	0.0	0.0	1.0	Donor_11
cell_88930	0.0	0.0	1.0	Donor_71
cell_88931	0.0	0.0	1.0	Donor_16
cell_88932	0.0	0.0	1.0	Donor_18
cell_88933	0.0	0.0	1.0	Donor_9
cell_88934	0.0	0.0	1.0	Donor_13
cell_88935	0.0	0.0	1.0	Donor_37
cell_88936	0.0	0.0	1.0	Donor_11
cell_88937	0.0	0.0	1.0	Donor_18
cell_88938	0.0	0.0	1.0	Donor_18
cell_88939	0.0	0.0	1.0	Donor_85
cell_88940	0.0	0.0	1.0	Donor_14
cell_88941	0.0	0.0	1.0	Donor_12
cell_88942	0.0	0.0	1.0	Donor_11
cell_88943	0.0	0.0	1.0	Donor_89
cell_88944	0.0	0.0	1.0	Donor_13
cell_88945	0.0	0.0	1.0	Donor_98
cell_88946	0.0	0.0	1.0	Donor_17
cell_88947	0.0	0.0	1.0	Donor_26
cell_88948	0.0	0.0	1.0	Donor_93
cell_88949	0.0	0.0	1.0	Donor_13
cell_88950	0.0	0.0	1.0	Donor_18
cell_88951	0.0	0.0	1.0	Donor_17
cell_88952	0.0	0.0	1.0	Donor_10
cell_88953	0.0	0.0	1.0	Donor_77
cell_88954	0.0	0.0	1.0	Donor_52
cell_88955	0.0	0.0	1.0	Donor_18
cell_88956	0.0	0.0	1.0	Donor_17
cell_88957	0.0	0.0	1.0	Donor_10
cell_88958	0.0	0.0	1.0	Donor_77
cell_88959	0.0	0.0	1.0	Donor_86
cell_88960	0.0	0.0	1.0	Donor_10
cell_88961	0.0	0.0	1.0	Donor_99
cell_88962	0.0	0.0	1.0	Donor_87
cell_88963	0.0	0.0	1.0	Donor_15
cell_88964	0.0	0.0	1.0	Donor_11
cell_88965	0.0	0.0	1.0	Donor_37
cell_88966	0.0	0.0	1.0	Donor_30
cell_88967	0.0	0.0	1.0	Donor_17
cell_88968	0.0	0.0	1.0	Donor_16
cell_88969	0.0	0.0	1.0	Donor_17
cell_88970	0.0	0.0	1.0	Donor_13
cell_88971	0.0	0.0	1.0	Donor_18
cell_88972	0.0	0.0	1.0	Donor_31
cell_88973	0.0	0.0	1.0	Donor_13
cell_88974	0.0	0.0	1.0	Donor_79
cell_88975	0.0	0.0	1.0	Donor_99
cell_88976	0.0	0.0	1.0	Donor_18
cell_88977	0.0	0.0	1.0	Donor_12
cell_88978	0.0	0.0	1.0	Donor_54
cell_88979	0.0	0.0	1.0	Donor_16
cell_88980	0.0	0.0	1.0	Donor_18
cell_88981	0.0	0.0	1.0	Donor_17
cell_88982	0.0	0.0	1.0	Donor_19
cell_88983	0.0	0.0	1.0	Donor_16
cell_88984	0.0	0.0	1.0	Donor_12
cell_88985	0.0	0.0	1.0	Donor_67
cell_88986	0.0	0.0	1.0	Donor_69
cell_88987	0.0	0.0	1.0	Donor_64
cell_88988	0.0	0.0	1.0	Donor_70
cell_88989	0.0	0.0	1.0	Donor_66
cell_88990	0.0	0.0	1.0	Donor_19
cell_88991	0.0	0.0	1.0	Donor_11
cell_88992	0.0	0.0	1.0	Donor_23
cell_88993	0.0	0.0	1.0	Donor_96
cell_88994	0.0	0.0	1.0	Donor_10
cell_88995	0.0	0.0	1.0	Donor_63
cell_88996	0.0	0.0	1.0	Donor_12
cell_88997	0.0	0.0	1.0	Donor_39
cell_88998	0.0	0.0	1.0	Donor_70
cell_88999	0.0	0.0	1.0	Donor_8
cell_89000	0.0	0.0	1.0	Donor_82
cell_89001	0.0	0.0	1.0	Donor_13
cell_89002	0.0	0.0	1.0	Donor_32
cell_89003	0.0	0.0	1.0	Donor_51
cell_89004	0.0	0.0	1.0	Donor_12
cell_89005	0.0	0.0	1.0	Donor_14
cell_89006	0.0	0.0	1.0	Donor_10
cell_89007	0.0	0.0	1.0	Donor_31
cell_89008	0.0	0.0	1.0	Donor_14
cell_89009	0.0	0.0	1.0	Donor_15
cell_89010	0.0	0.0	1.0	Donor_52
cell_89011	0.0	0.0	1.0	Donor_18
cell_89012	0.0	0.0	1.0	Donor_50
cell_89013	0.0	0.0	1.0	Donor_78
cell_89014	0.0	0.0	1.0	Donor_13
cell_89015	0.0	0.0	1.0	Donor_15
cell_89016	0.0	0.0	1.0	Donor_76
cell_89017	0.0	0.0	1.0	Donor_37
cell_89018	0.0	0.0	1.0	Donor_97
cell_89019	0.0	0.0	1.0	Donor_19
cell_89020	0.0	0.0	1.0	Donor_12
cell_89021	0.0	0.0	1.0	Donor_17
cell_89022	0.0	0.0	1.0	Donor_46
cell_89023	0.0	0.0	1.0	Donor_19
cell_89024	0.0	0.0	1.0	Donor_40
cell_89025	0.0	0.0	1.0	Donor_68
cell_89026	0.0	0.0	1.0	Donor_13
cell_89027	0.0	0.0	1.0	Donor_11
cell_89028	0.0	0.0	1.0	Donor_11
cell_89029	0.0	0.0	1.0	Donor_18
cell_89030	0.0	0.0	1.0	Donor_13
cell_89031	0.0	0.0	1.0	Donor_1
cell_89032	0.0	0.0	1.0	Donor_68
cell_89033	0.0	0.0	1.0	Donor_73
cell_89034	0.0	0.0	1.0	Donor_11
cell_89035	0.0	0.0	1.0	Donor_11
cell_89036	0.0	0.0	1.0	Donor_91
cell_89037	0.0	0.0	1.0	Donor_52
cell_89038	0.0	0.0	1.0	Donor_46
cell_89039	0.0	0.0	1.0	Donor_11
cell_89040	0.0	0.0	1.0	Donor_84
cell_89041	0.0	0.0	1.0	Donor_19
cell_89042	0.0	0.0	1.0	Donor_16
cell_89043	0.0	0.0	1.0	Donor_15
cell_89044	0.0	0.0	1.0	Donor_54
cell_89045	0.0	0.0	1.0	Donor_22
cell_89046	0.0	0.0	1.0	Donor_31
cell_89047	0.0	0.0	1.0	Donor_27
cell_89048	0.0	0.0	1.0	Donor_13
cell_89049	0.0	0.0	1.0	Donor_53
cell_89050	0.0	0.0	1.0	Donor_11
cell_89051	0.0	0.0	1.0	Donor_34
cell_89052	0.0	0.0	1.0	Donor_80
cell_89053	0.0	0.0	1.0	Donor_14
cell_89054	0.0	0.0	1.0	Donor_16
cell_89055	0.0	0.0	1.0	Donor_16
cell_89056	0.0	0.0	1.0	Donor_19
cell_89057	0.0	0.0	1.0	Donor_16
cell_89058	0.0	0.0	1.0	Donor_71
cell_89059	0.0	0.0	1.0	Donor_14
cell_89060	0.0	0.0	1.0	Donor_70
cell_89061	0.0	0.0	1.0	Donor_6
cell_89062	0.0	0.0	1.0	Donor_46
cell_89063	0.0	0.0	1.0	Donor_19
cell_89064	0.0	0.0	1.0	Donor_10
cell_89065	0.0	0.0	1.0	Donor_16
cell_89066	0.0	0.0	1.0	Donor_13
cell_89067	0.0	0.0	1.0	Donor_12
cell_89068	0.0	0.0	1.0	Donor_60
cell_89069	0.0	0.0	1.0	Donor_17
cell_89070	0.0	0.0	1.0	Donor_14
cell_89071	0.0	0.0	1.0	Donor_62
cell_89072	0.0	0.0	1.0	Donor_17
cell_89073	0.0	0.0	1.0	Donor_73
cell_89074	0.0	0.0	1.0	Donor_14
cell_89075	0.0	0.0	1.0	Donor_64
cell_89076	0.0	0.0	1.0	Donor_59
cell_89077	0.0	0.0	1.0	Donor_12
cell_89078	0.0	0.0	1.0	Donor_41
cell_89079	0.0	0.0	1.0	Donor_62
cell_89080	0.0	0.0	1.0	Donor_35
cell_89081	0.0	0.0	1.0	Donor_11
cell_89082	0.0	0.0	1.0	Donor_15
cell_89083	0.0	0.0	1.0	Donor_19
cell_89084	0.0	0.0	1.0	Donor_72
cell_89085	0.0	0.0	1.0	Donor_16
cell_89086	0.0	0.0	1.0	Donor_19
cell_89087	0.0	0.0	1.0	Donor_11
cell_89088	0.0	0.0	1.0	Donor_15
cell_89089	0.0	0.0	1.0	Donor_85
cell_89090	0.0	0.0	1.0	Donor_17
cell_89091	0.0	0.0	1.0	Donor_14
cell_89092	0.0	0.0	1.0	Donor_56
cell_89093	0.0	0.0	1.0	Donor_15
cell_89094	0.0	0.0	1.0	Donor_71
cell_89095	0.0	0.0	1.0	Donor_15
cell_89096	0.0	0.0	1.0	Donor_17
cell_89097	0.0	0.0	1.0	Donor_49
cell_89098	0.0	0.0	1.0	Donor_9
cell_89099	0.0	0.0	1.0	Donor_35
cell_89100	0.0	0.0	1.0	Donor_17
cell_89101	0.0	0.0	1.0	Donor_16
cell_89102	0.0	0.0	1.0	Donor_4
cell_89103	0.0	0.0	1.0	Donor_48
cell_89104	0.0	0.0	1.0	Donor_17
cell_89105	0.0	0.0	1.0	Donor_53
cell_89106	0.0	0.0	1.0	Donor_19
cell_89107	0.0	0.0	1.0	Donor_38
cell_89108	0.0	0.0	1.0	Donor_88
cell_89109	0.0	0.0	1.0	Donor_93
cell_89110	0.0	0.0	1.0	Donor_11
cell_89111	0.0	0.0	1.0	Donor_13
cell_89112	0.0	0.0	1.0	Donor_11
cell_89113	0.0	0.0	1.0	Donor_62
cell_89114	0.0	0.0	1.0	Donor_18
cell_89115	0.0	0.0	1.0	Donor_8
cell_89116	0.0	0.0	1.0	Donor_18
cell_89117	0.0	0.0	1.0	Donor_11
cell_89118	0.0	0.0	1.0	Donor_13
cell_89119	0.0	0.0	1.0	Donor_41
cell_89120	0.0	0.0	1.0	Donor_11
cell_89121	0.0	0.0	1.0	Donor_69
cell_89122	0.0	0.0	1.0	Donor_78
cell_89123	0.0	0.0	1.0	Donor_89
cell_89124	0.0	0.0	1.0	Donor_38
cell_89125	0.0	0.0	1.0	Donor_11
cell_89126	0.0	0.0	1.0	Donor_17
cell_89127	0.0	0.0	1.0	Donor_4
cell_89128	0.0	0.0	1.0	Donor_82
cell_89129	0.0	0.0	1.0	Donor_11
cell_89130	0.0	0.0	1.0	Donor_10
cell_89131	0.0	0.0	1.0	Donor_16
cell_89132	0.0	0.0	1.0	Donor_17
cell_89133	0.0	0.0	1.0	Donor_16
cell_89134	0.0	0.0	1.0	Donor_94
cell_89135	0.0	0.0	1.0	Donor_5
cell_89136	0.0	0.0	1.0	Donor_13
cell_89137	0.0	0.0	1.0	Donor_51
cell_89138	0.0	0.0	1.0	Donor_11
cell_89139	0.0	0.0	1.0	Donor_72
cell_89140	0.0	0.0	1.0	Donor_16
cell_89141	0.0	0.0	1.0	Donor_14
cell_89142	0.0	0.0	1.0	Donor_15
cell_89143	0.0	0.0	1.0	Donor_18
cell_89144	0.0	0.0	1.0	Donor_16
cell_89145	0.0	0.0	1.0	Donor_36
cell_89146	0.0	0.0	1.0	Donor_71
cell_89147	0.0	0.0	1.0	Donor_66
cell_89148	0.0	0.0	1.0	Donor_50
cell_89149	0.0	0.0	1.0	Donor_68
cell_89150	0.0	0.0	1.0	Donor_12
cell_89151	0.0	0.0	1.0	Donor_11
cell_89152	0.0	0.0	1.0	Donor_13
cell_89153	0.0	0.0	1.0	Donor_13
cell_89154	0.0	0.0	1.0	Donor_11
cell_89155	0.0	0.0	1.0	Donor_18
cell_89156	0.0	0.0	1.0	Donor_7
cell_89157	0.0	0.0	1.0	Donor_29
cell_89158	0.0	0.0	1.0	Donor_53
cell_89159	0.0	0.0	1.0	Donor_16
cell_89160	0.0	0.0	1.0	Donor_14
cell_89161	0.0	0.0	1.0	Donor_14
cell_89162	0.0	0.0	1.0	Donor_4
cell_89163	0.0	0.0	1.0	Donor_16
cell_89164	0.0	0.0	1.0	Donor_16
cell_89165	0.0	0.0	1.0	Donor_96
cell_89166	0.0	0.0	1.0	Donor_19
cell_89167	0.0	0.0	1.0	Donor_70
cell_89168	0.0	0.0	1.0	Donor_17
cell_89169	0.0	0.0	1.0	Donor_63
cell_89170	0.0	0.0	1.0	Donor_17
cell_89171	0.0	0.0	1.0	Donor_63
cell_89172	0.0	0.0	1.0	Donor_52
cell_89173	0.0	0.0	1.0	Donor_83
cell_89174	0.0	0.0	1.0	Donor_22
cell_89175	0.0	0.0	1.0	Donor_70
cell_89176	0.0	0.0	1.0	Donor_16
cell_89177	0.0	0.0	1.0	Donor_10
cell_89178	0.0	0.0	1.0	Donor_13
cell_89179	0.0	0.0	1.0	Donor_11
cell_89180	0.0	0.0	1.0	Donor_16
cell_89181	0.0	0.0	1.0	Donor_67
cell_89182	0.0	0.0	1.0	Donor_80
cell_89183	0.0	0.0	1.0	Donor_66
cell_89184	0.0	0.0	1.0	Donor_18
cell_89185	0.0	0.0	1.0	Donor_49
cell_89186	0.0	0.0	1.0	Donor_11
cell_89187	0.0	0.0	1.0	Donor_11
cell_89188	0.0	0.0	1.0	Donor_14
cell_89189	0.0	0.0	1.0	Donor_14
cell_89190	0.0	0.0	1.0	Donor_17
cell_89191	0.0	0.0	1.0	Donor_13
cell_89192	0.0	0.0	1.0	Donor_18
cell_89193	0.0	0.0	1.0	Donor_12
cell_89194	0.0	0.0	1.0	Donor_55
cell_89195	0.0	0.0	1.0	Donor_17
cell_89196	0.0	0.0	1.0	Donor_18
cell_89197	0.0	0.0	1.0	Donor_65
cell_89198	0.0	0.0	1.0	Donor_57
cell_89199	0.0	0.0	1.0	Donor_15
cell_89200	0.0	0.0	1.0	Donor_16
cell_89201	0.0	0.0	1.0	Donor_12
cell_89202	0.0	0.0	1.0	Donor_10
cell_89203	0.0	0.0	1.0	Donor_84
cell_89204	0.0	0.0	1.0	Donor_14
cell_89205	0.0	0.0	1.0	Donor_11
cell_89206	0.0	0.0	1.0	Donor_13
cell_89207	0.0	0.0	1.0	Donor_17
cell_89208	0.0	0.0	1.0	Donor_15
cell_89209	0.0	0.0	1.0	Donor_0
cell_89210	0.0	0.0	1.0	Donor_3
cell_89211	0.0	0.0	1.0	Donor_61
cell_89212	0.0	0.0	1.0	Donor_19
cell_89213	0.0	0.0	1.0	Donor_59
cell_89214	0.0	0.0	1.0	Donor_35
cell_89215	0.0	0.0	1.0	Donor_38
cell_89216	0.0	0.0	1.0	Donor_12
cell_89217	0.0	0.0	1.0	Donor_17
cell_89218	0.0	0.0	1.0	Donor_82
cell_89219	0.0	0.0	1.0	Donor_74
cell_89220	0.0	0.0	1.0	Donor_33
cell_89221	0.0	0.0	1.0	Donor_17
cell_89222	0.0	0.0	1.0	Donor_47
cell_89223	0.0	0.0	1.0	Donor_99
cell_89224	0.0	0.0	1.0	Donor_50
cell_89225	0.0	0.0	1.0	Donor_18
cell_89226	0.0	0.0	1.0	Donor_17
cell_89227	0.0	0.0	1.0	Donor_19
cell_89228	0.0	0.0	1.0	Donor_10
cell_89229	0.0	0.0	1.0	Donor_75
cell_89230	0.0	0.0	1.0	Donor_19
cell_89231	0.0	0.0	1.0	Donor_58
cell_89232	0.0	0.0	1.0	Donor_17
cell_89233	0.0	0.0	1.0	Donor_46
cell_89234	0.0	0.0	1.0	Donor_33
cell_89235	0.0	0.0	1.0	Donor_65
cell_89236	0.0	0.0	1.0	Donor_11
cell_89237	0.0	0.0	1.0	Donor_19
cell_89238	0.0	0.0	1.0	Donor_18
cell_89239	0.0	0.0	1.0	Donor_16
cell_89240	0.0	0.0	1.0	Donor_43
cell_89241	0.0	0.0	1.0	Donor_37
cell_89242	0.0	0.0	1.0	Donor_2
cell_89243	0.0	0.0	1.0	Donor_19
cell_89244	0.0	0.0	1.0	Donor_40
cell_89245	0.0	0.0	1.0	Donor_15
cell_89246	0.0	0.0	1.0	Donor_15
cell_89247	0.0	0.0	1.0	Donor_19
cell_89248	0.0	0.0	1.0	Donor_40
cell_89249	0.0	0.0	1.0	Donor_14
cell_89250	0.0	0.0	1.0	Donor_15
cell_89251	0.0	0.0	1.0	Donor_17
cell_89252	0.0	0.0	1.0	Donor_27
cell_89253	0.0	0.0	1.0	Donor_60
cell_89254	0.0	0.0	1.0	Donor_18
cell_89255	0.0	0.0	1.0	Donor_11
cell_89256	0.0	0.0	1.0	Donor_19
cell_89257	0.0	0.0	1.0	Donor_10
cell_89258	0.0	0.0	1.0	Donor_15
cell_89259	0.0	0.0	1.0	Donor_16
cell_89260	0.0	0.0	1.0	Donor_32
cell_89261	0.0	0.0	1.0	Donor_12
cell_89262	0.0	0.0	1.0	Donor_10
cell_89263	0.0	0.0	1.0	Donor_13
cell_89264	0.0	0.0	1.0	Donor_51
cell_89265	0.0	0.0	1.0	Donor_71
cell_89266	0.0	0.0	1.0	Donor_48
cell_89267	0.0	0.0	1.0	Donor_17
cell_89268	0.0	0.0	1.0	Donor_98
cell_89269	0.0	0.0	1.0	Donor_19
cell_89270	0.0	0.0	1.0	Donor_14
cell_89271	0.0	0.0	1.0	Donor_15
cell_89272	0.0	0.0	1.0	Donor_14
cell_89273	0.0	0.0	1.0	Donor_10
cell_89274	0.0	0.0	1.0	Donor_95
cell_89275	0.0	0.0	1.0	Donor_77
cell_89276	0.0	0.0	1.0	Donor_15
cell_89277	0.0	0.0	1.0	Donor_16
cell_89278	0.0	0.0	1.0	Donor_18
cell_89279	0.0	0.0	1.0	Donor_66
cell_89280	0.0	0.0	1.0	Donor_13
cell_89281	0.0	0.0	1.0	Donor_16
cell_89282	0.0	0.0	1.0	Donor_86
cell_89283	0.0	0.0	1.0	Donor_16
cell_89284	0.0	0.0	1.0	Donor_18
cell_89285	0.0	0.0	1.0	Donor_16
cell_89286	0.0	0.0	1.0	Donor_92
cell_89287	0.0	0.0	1.0	Donor_19
cell_89288	0.0	0.0	1.0	Donor_20
cell_89289	0.0	0.0	1.0	Donor_13
cell_89290	0.0	0.0	1.0	Donor_17
cell_89291	0.0	0.0	1.0	Donor_89
cell_89292	0.0	0.0	1.0	Donor_49
cell_89293	0.0	0.0	1.0	Donor_76
cell_89294	0.0	0.0	1.0	Donor_18
cell_89295	0.0	0.0	1.0	Donor_10
cell_89296	0.0	0.0	1.0	Donor_12
cell_89297	0.0	0.0	1.0	Donor_17
cell_89298	0.0	0.0	1.0	Donor_13
cell_89299	0.0	0.0	1.0	Donor_50
cell_89300	0.0	0.0	1.0	Donor_91
cell_89301	0.0	0.0	1.0	Donor_93
cell_89302	0.0	0.0	1.0	Donor_11
cell_89303	0.0	0.0	1.0	Donor_13
cell_89304	0.0	0.0	1.0	Donor_16
cell_89305	0.0	0.0	1.0	Donor_71
cell_89306	0.0	0.0	1.0	Donor_48
cell_89307	0.0	0.0	1.0	Donor_13
cell_89308	0.0	0.0	1.0	Donor_27
cell_89309	0.0	0.0	1.0	Donor_1
cell_89310	0.0	0.0	1.0	Donor_86
cell_89311	0.0	0.0	1.0	Donor_15
cell_89312	0.0	0.0	1.0	Donor_26
cell_89313	0.0	0.0	1.0	Donor_1
cell_89314	0.0	0.0	1.0	Donor_27
cell_89315	0.0	0.0	1.0	Donor_55
cell_89316	0.0	0.0	1.0	Donor_63
cell_89317	0.0	0.0	1.0	Donor_73
cell_89318	0.0	0.0	1.0	Donor_11
cell_89319	0.0	0.0	1.0	Donor_53
cell_89320	0.0	0.0	1.0	Donor_31
cell_89321	0.0	0.0	1.0	Donor_29
cell_89322	0.0	0.0	1.0	Donor_23
cell_89323	0.0	0.0	1.0	Donor_74
cell_89324	0.0	0.0	1.0	Donor_21
cell_89325	0.0	0.0	1.0	Donor_66
cell_89326	0.0	0.0	1.0	Donor_13
cell_89327	0.0	0.0	1.0	Donor_15
cell_89328	0.0	0.0	1.0	Donor_19
cell_89329	0.0	0.0	1.0	Donor_11
cell_89330	0.0	0.0	1.0	Donor_12
cell_89331	0.0	0.0	1.0	Donor_18
cell_89332	0.0	0.0	1.0	Donor_57
cell_89333	0.0	0.0	1.0	Donor_11
cell_89334	0.0	0.0	1.0	Donor_15
cell_89335	0.0	0.0	1.0	Donor_43
cell_89336	0.0	0.0	1.0	Donor_5
cell_89337	0.0	0.0	1.0	Donor_14
cell_89338	0.0	0.0	1.0	Donor_14
cell_89339	0.0	0.0	1.0	Donor_29
cell_89340	0.0	0.0	1.0	Donor_19
cell_89341	0.0	0.0	1.0	Donor_18
cell_89342	0.0	0.0	1.0	Donor_14
cell_89343	0.0	0.0	1.0	Donor_49
cell_89344	0.0	0.0	1.0	Donor_19
cell_89345	0.0	0.0	1.0	Donor_59
cell_89346	0.0	0.0	1.0	Donor_23
cell_89347	0.0	0.0	1.0	Donor_25
cell_89348	0.0	0.0	1.0	Donor_16
cell_89349	0.0	0.0	1.0	Donor_10
